semana,dia_semana,hora,zona,capacidad,ocupados,prob_ocupado
5,3,12,C,6,2,0.333
5,3,12,D,4,1,0.25
5,3,13,A,6,4,0.667
5,3,13,B,4,2,0.5
5,3,13,C,6,2,0.333
5,3,13,D,4,1,0.25
5,3,14,A,6,3,0.5
5,3,14,B,4,2,0.5
5,3,14,C,6,2,0.333
5,3,14,D,4,2,0.5
5,3,15,A,6,2,0.333
5,3,15,B,4,1,0.25
5,3,15,C,6,2,0.333
5,3,15,D,4,1,0.25
5,3,16,A,6,2,0.333
5,3,16,B,4,0,0.0
5,3,16,C,6,2,0.333
5,3,16,D,4,0,0.0
5,3,17,A,6,0,0.0
5,3,17,B,4,0,0.0
5,3,17,C,6,1,0.167
5,3,17,D,4,0,0.0
5,3,18,A,6,0,0.0
5,3,18,B,4,0,0.0
5,3,18,C,6,1,0.167
5,3,18,D,4,0,0.0
5,4,6,A,6,3,0.5
5,4,6,B,4,1,0.25
5,4,6,C,6,1,0.167
5,4,6,D,4,0,0.0
5,4,7,A,6,2,0.333
5,4,7,B,4,1,0.25
5,4,7,C,6,2,0.333
5,4,7,D,4,1,0.25
5,4,8,A,6,3,0.5
5,4,8,B,4,2,0.5
5,4,8,C,6,3,0.5
5,4,8,D,4,2,0.5
5,4,9,A,6,2,0.333
5,4,9,B,4,1,0.25
5,4,9,C,6,2,0.333
5,4,9,D,4,2,0.5
5,4,10,A,6,1,0.167
5,4,10,B,4,1,0.25
5,4,10,C,6,1,0.167
5,4,10,D,4,2,0.5
5,4,11,A,6,1,0.167
5,4,11,B,4,0,0.0
5,4,11,C,6,0,0.0
5,4,11,D,4,0,0.0
5,4,12,A,6,1,0.167
5,4,12,B,4,1,0.25
5,4,12,C,6,2,0.333
5,4,12,D,4,1,0.25
5,4,13,A,6,2,0.333
5,4,13,B,4,0,0.0
5,4,13,C,6,2,0.333
5,4,13,D,4,0,0.0
5,4,14,A,6,2,0.333
5,4,14,B,4,1,0.25
5,4,14,C,6,3,0.5
5,4,14,D,4,1,0.25
5,4,15,A,6,3,0.5
5,4,15,B,4,0,0.0
5,4,15,C,6,1,0.167
5,4,15,D,4,0,0.0
5,4,16,A,6,1,0.167
5,4,16,B,4,1,0.25
5,4,16,C,6,1,0.167
5,4,16,D,4,0,0.0
5,4,17,A,6,1,0.167
5,4,17,B,4,0,0.0
5,4,17,C,6,0,0.0
5,4,17,D,4,1,0.25
5,4,18,A,6,1,0.167
5,4,18,B,4,0,0.0
5,4,18,C,6,0,0.0
5,4,18,D,4,0,0.0
5,5,6,A,6,0,0.0
5,5,6,B,4,0,0.0
5,5,6,C,6,0,0.0
5,5,6,D,4,0,0.0
5,5,7,A,6,0,0.0
5,5,7,B,4,0,0.0
5,5,7,C,6,0,0.0
5,5,7,D,4,0,0.0
5,5,8,A,6,0,0.0
5,5,8,B,4,0,0.0
5,5,8,C,6,0,0.0
5,5,8,D,4,1,0.25
5,5,9,A,6,0,0.0
5,5,9,B,4,0,0.0
5,5,9,C,6,0,0.0
5,5,9,D,4,0,0.0
5,5,10,A,6,0,0.0
5,5,10,B,4,0,0.0
5,5,10,C,6,0,0.0
5,5,10,D,4,0,0.0
5,5,11,A,6,0,0.0
5,5,11,B,4,0,0.0
5,5,11,C,6,0,0.0
5,5,11,D,4,0,0.0
5,5,12,A,6,0,0.0
5,5,12,B,4,0,0.0
5,5,12,C,6,2,0.333
5,5,12,D,4,0,0.0
5,5,13,A,6,2,0.333
5,5,13,B,4,0,0.0
5,5,13,C,6,0,0.0
5,5,13,D,4,0,0.0
5,5,14,A,6,1,0.167
5,5,14,B,4,0,0.0
5,5,14,C,6,0,0.0
5,5,14,D,4,0,0.0
5,5,15,A,6,1,0.167
5,5,15,B,4,0,0.0
5,5,15,C,6,0,0.0
5,5,15,D,4,0,0.0
5,5,16,A,6,1,0.167
5,5,16,B,4,0,0.0
5,5,16,C,6,0,0.0
5,5,16,D,4,0,0.0
5,5,17,A,6,0,0.0
5,5,17,B,4,0,0.0
5,5,17,C,6,1,0.167
5,5,17,D,4,0,0.0
5,5,18,A,6,1,0.167
5,5,18,B,4,0,0.0
5,5,18,C,6,0,0.0
5,5,18,D,4,0,0.0
6,0,6,A,6,2,0.333
6,0,6,B,4,1,0.25
6,0,6,C,6,2,0.333
6,0,6,D,4,0,0.0
6,0,7,A,6,3,0.5
6,0,7,B,4,1,0.25
6,0,7,C,6,2,0.333
6,0,7,D,4,1,0.25
6,0,8,A,6,3,0.5
6,0,8,B,4,1,0.25
6,0,8,C,6,3,0.5
6,0,8,D,4,2,0.5
6,0,9,A,6,2,0.333
6,0,9,B,4,2,0.5
6,0,9,C,6,1,0.167
6,0,9,D,4,1,0.25
6,0,10,A,6,2,0.333
6,0,10,B,4,0,0.0
6,0,10,C,6,2,0.333
6,0,10,D,4,2,0.5
6,0,11,A,6,2,0.333
6,0,11,B,4,1,0.25
6,0,11,C,6,1,0.167
6,0,11,D,4,0,0.0
6,0,12,A,6,2,0.333
6,0,12,B,4,1,0.25
6,0,12,C,6,2,0.333
6,0,12,D,4,1,0.25
6,0,13,A,6,3,0.5
6,0,13,B,4,2,0.5
6,0,13,C,6,2,0.333
6,0,13,D,4,1,0.25
6,0,14,A,6,2,0.333
6,0,14,B,4,1,0.25
6,0,14,C,6,3,0.5
6,0,14,D,4,0,0.0
6,0,15,A,6,1,0.167
6,0,15,B,4,1,0.25
6,0,15,C,6,2,0.333
6,0,15,D,4,1,0.25
6,0,16,A,6,1,0.167
6,0,16,B,4,0,0.0
6,0,16,C,6,1,0.167
6,0,16,D,4,0,0.0
6,0,17,A,6,1,0.167
6,0,17,B,4,1,0.25
6,0,17,C,6,0,0.0
6,0,17,D,4,0,0.0
6,0,18,A,6,0,0.0
6,0,18,B,4,0,0.0
6,0,18,C,6,1,0.167
6,0,18,D,4,0,0.0
6,1,6,A,6,1,0.167
6,1,6,B,4,0,0.0
6,1,6,C,6,1,0.167
6,1,6,D,4,1,0.25
6,1,7,A,6,4,0.667
6,1,7,B,4,1,0.25
6,1,7,C,6,2,0.333
6,1,7,D,4,2,0.5
6,1,8,A,6,3,0.5
6,1,8,B,4,2,0.5
6,1,8,C,6,4,0.667
6,1,8,D,4,1,0.25
6,1,9,A,6,2,0.333
6,1,9,B,4,0,0.0
6,1,9,C,6,3,0.5
6,1,9,D,4,1,0.25
6,1,10,A,6,2,0.333
6,1,10,B,4,1,0.25
6,1,10,C,6,1,0.167
6,1,10,D,4,0,0.0
6,1,11,A,6,2,0.333
6,1,11,B,4,1,0.25
6,1,11,C,6,2,0.333
6,1,11,D,4,1,0.25
6,1,12,A,6,2,0.333
6,1,12,B,4,2,0.5
6,1,12,C,6,2,0.333
6,1,12,D,4,1,0.25
6,1,13,A,6,2,0.333
6,1,13,B,4,2,0.5
6,1,13,C,6,3,0.5
6,1,13,D,4,1,0.25
6,1,14,A,6,3,0.5
6,1,14,B,4,1,0.25
6,1,14,C,6,2,0.333
6,1,14,D,4,0,0.0
6,1,15,A,6,2,0.333
6,1,15,B,4,1,0.25
6,1,15,C,6,2,0.333
6,1,15,D,4,1,0.25
6,1,16,A,6,1,0.167
6,1,16,B,4,1,0.25
6,1,16,C,6,1,0.167
6,1,16,D,4,0,0.0
6,1,17,A,6,1,0.167
6,1,17,B,4,0,0.0
6,1,17,C,6,1,0.167
6,1,17,D,4,0,0.0
6,1,18,A,6,0,0.0
6,1,18,B,4,1,0.25
6,1,18,C,6,1,0.167
6,1,18,D,4,1,0.25
6,2,6,A,6,2,0.333
6,2,6,B,4,0,0.0
6,2,6,C,6,1,0.167
6,2,6,D,4,1,0.25
6,2,7,A,6,2,0.333
6,2,7,B,4,1,0.25
6,2,7,C,6,2,0.333
6,2,7,D,4,1,0.25
6,2,8,A,6,3,0.5
6,2,8,B,4,1,0.25
6,2,8,C,6,2,0.333
6,2,8,D,4,2,0.5
6,2,9,A,6,4,0.667
6,2,9,B,4,2,0.5
6,2,9,C,6,1,0.167
6,2,9,D,4,2,0.5
6,2,10,A,6,2,0.333
6,2,10,B,4,1,0.25
6,2,10,C,6,1,0.167
6,2,10,D,4,1,0.25
6,2,11,A,6,0,0.0
6,2,11,B,4,1,0.25
6,2,11,C,6,1,0.167
6,2,11,D,4,0,0.0
6,2,12,A,6,2,0.333
6,2,12,B,4,1,0.25
6,2,12,C,6,2,0.333
6,2,12,D,4,2,0.5
6,2,13,A,6,2,0.333
6,2,13,B,4,2,0.5
6,2,13,C,6,2,0.333
6,2,13,D,4,1,0.25
6,2,14,A,6,3,0.5
6,2,14,B,4,1,0.25
6,2,14,C,6,3,0.5
6,2,14,D,4,1,0.25
6,2,15,A,6,2,0.333
6,2,15,B,4,1,0.25
6,2,15,C,6,2,0.333
6,2,15,D,4,1,0.25
6,2,16,A,6,1,0.167
6,2,16,B,4,0,0.0
6,2,16,C,6,1,0.167
6,2,16,D,4,1,0.25
6,2,17,A,6,1,0.167
6,2,17,B,4,1,0.25
6,2,17,C,6,0,0.0
6,2,17,D,4,0,0.0
6,2,18,A,6,1,0.167
6,2,18,B,4,0,0.0
6,2,18,C,6,1,0.167
6,2,18,D,4,0,0.0
6,3,6,A,6,1,0.167
6,3,6,B,4,1,0.25
6,3,6,C,6,1,0.167
6,3,6,D,4,0,0.0
6,3,7,A,6,2,0.333
6,3,7,B,4,1,0.25
6,3,7,C,6,3,0.5
6,3,7,D,4,1,0.25
6,3,8,A,6,4,0.667
6,3,8,B,4,2,0.5
6,3,8,C,6,2,0.333
6,3,8,D,4,2,0.5
6,3,9,A,6,2,0.333
6,3,9,B,4,1,0.25
6,3,9,C,6,2,0.333
6,3,9,D,4,1,0.25
6,3,10,A,6,2,0.333
6,3,10,B,4,0,0.0
6,3,10,C,6,1,0.167
6,3,10,D,4,1,0.25
6,3,11,A,6,2,0.333
6,3,11,B,4,0,0.0
6,3,11,C,6,2,0.333
6,3,11,D,4,0,0.0
6,3,12,A,6,2,0.333
6,3,12,B,4,1,0.25
6,3,12,C,6,2,0.333
6,3,12,D,4,1,0.25
6,3,13,A,6,3,0.5
6,3,13,B,4,2,0.5
6,3,13,C,6,2,0.333
6,3,13,D,4,1,0.25
6,3,14,A,6,2,0.333
6,3,14,B,4,2,0.5
6,3,14,C,6,2,0.333
6,3,14,D,4,1,0.25
6,3,15,A,6,2,0.333
6,3,15,B,4,1,0.25
6,3,15,C,6,1,0.167
6,3,15,D,4,0,0.0
6,3,16,A,6,2,0.333
6,3,16,B,4,0,0.0
6,3,16,C,6,1,0.167
6,3,16,D,4,0,0.0
6,3,17,A,6,0,0.0
6,3,17,B,4,0,0.0
6,3,17,C,6,0,0.0
6,3,17,D,4,0,0.0
6,3,18,A,6,1,0.167
6,3,18,B,4,0,0.0
6,3,18,C,6,0,0.0
6,3,18,D,4,0,0.0
6,4,6,A,6,0,0.0
6,4,6,B,4,0,0.0
6,4,6,C,6,2,0.333
6,4,6,D,4,0,0.0
6,4,7,A,6,3,0.5
6,4,7,B,4,1,0.25
6,4,7,C,6,2,0.333
6,4,7,D,4,0,0.0
6,4,8,A,6,3,0.5
6,4,8,B,4,1,0.25
6,4,8,C,6,3,0.5
6,4,8,D,4,2,0.5
6,4,9,A,6,2,0.333
6,4,9,B,4,1,0.25
6,4,9,C,6,2,0.333
6,4,9,D,4,2,0.5
6,4,10,A,6,2,0.333
6,4,10,B,4,1,0.25
6,4,10,C,6,2,0.333
6,4,10,D,4,1,0.25
6,4,11,A,6,1,0.167
6,4,11,B,4,0,0.0
6,4,11,C,6,2,0.333
6,4,11,D,4,0,0.0
6,4,12,A,6,1,0.167
6,4,12,B,4,1,0.25
6,4,12,C,6,1,0.167
6,4,12,D,4,1,0.25
6,4,13,A,6,3,0.5
6,4,13,B,4,2,0.5
6,4,13,C,6,2,0.333
6,4,13,D,4,2,0.5
6,4,14,A,6,2,0.333
6,4,14,B,4,1,0.25
6,4,14,C,6,2,0.333
6,4,14,D,4,1,0.25
6,4,15,A,6,2,0.333
6,4,15,B,4,0,0.0
6,4,15,C,6,1,0.167
6,4,15,D,4,2,0.5
6,4,16,A,6,1,0.167
6,4,16,B,4,0,0.0
6,4,16,C,6,1,0.167
6,4,16,D,4,0,0.0
6,4,17,A,6,0,0.0
6,4,17,B,4,0,0.0
6,4,17,C,6,2,0.333
6,4,17,D,4,0,0.0
6,4,18,A,6,1,0.167
6,4,18,B,4,0,0.0
6,4,18,C,6,0,0.0
6,4,18,D,4,0,0.0
6,5,6,A,6,1,0.167
6,5,6,B,4,0,0.0
6,5,6,C,6,0,0.0
6,5,6,D,4,0,0.0
6,5,7,A,6,1,0.167
6,5,7,B,4,0,0.0
6,5,7,C,6,1,0.167
6,5,7,D,4,0,0.0
6,5,8,A,6,1,0.167
6,5,8,B,4,0,0.0
6,5,8,C,6,1,0.167
6,5,8,D,4,0,0.0
6,5,9,A,6,1,0.167
6,5,9,B,4,0,0.0
6,5,9,C,6,1,0.167
6,5,9,D,4,0,0.0
6,5,10,A,6,1,0.167
6,5,10,B,4,0,0.0
6,5,10,C,6,0,0.0
6,5,10,D,4,0,0.0
6,5,11,A,6,0,0.0
6,5,11,B,4,0,0.0
6,5,11,C,6,0,0.0
6,5,11,D,4,0,0.0
6,5,12,A,6,1,0.167
6,5,12,B,4,0,0.0
6,5,12,C,6,1,0.167
6,5,12,D,4,0,0.0
6,5,13,A,6,1,0.167
6,5,13,B,4,0,0.0
6,5,13,C,6,1,0.167
6,5,13,D,4,1,0.25
6,5,14,A,6,1,0.167
6,5,14,B,4,0,0.0
6,5,14,C,6,1,0.167
6,5,14,D,4,0,0.0
6,5,15,A,6,1,0.167
6,5,15,B,4,0,0.0
6,5,15,C,6,0,0.0
6,5,15,D,4,0,0.0
6,5,16,A,6,0,0.0
6,5,16,B,4,0,0.0
6,5,16,C,6,0,0.0
6,5,16,D,4,0,0.0
6,5,17,A,6,1,0.167
6,5,17,B,4,0,0.0
6,5,17,C,6,0,0.0
6,5,17,D,4,0,0.0
6,5,18,A,6,0,0.0
6,5,18,B,4,0,0.0
6,5,18,C,6,0,0.0
6,5,18,D,4,0,0.0
7,0,6,A,6,2,0.333
7,0,6,B,4,0,0.0
7,0,6,C,6,1,0.167
7,0,6,D,4,0,0.0
7,0,7,A,6,4,0.667
7,0,7,B,4,2,0.5
7,0,7,C,6,2,0.333
7,0,7,D,4,0,0.0
7,0,8,A,6,4,0.667
7,0,8,B,4,2,0.5
7,0,8,C,6,3,0.5
7,0,8,D,4,2,0.5
7,0,9,A,6,3,0.5
7,0,9,B,4,2,0.5
7,0,9,C,6,2,0.333
7,0,9,D,4,2,0.5
7,0,10,A,6,2,0.333
7,0,10,B,4,0,0.0
7,0,10,C,6,1,0.167
7,0,10,D,4,1,0.25
7,0,11,A,6,2,0.333
7,0,11,B,4,1,0.25
7,0,11,C,6,2,0.333
7,0,11,D,4,0,0.0
7,0,12,A,6,4,0.667
7,0,12,B,4,0,0.0
7,0,12,C,6,2,0.333
7,0,12,D,4,1,0.25
7,0,13,A,6,1,0.167
7,0,13,B,4,1,0.25
7,0,13,C,6,2,0.333
7,0,13,D,4,2,0.5
7,0,14,A,6,2,0.333
7,0,14,B,4,1,0.25
7,0,14,C,6,3,0.5
7,0,14,D,4,2,0.5
7,0,15,A,6,2,0.333
7,0,15,B,4,1,0.25
7,0,15,C,6,1,0.167
7,0,15,D,4,0,0.0
7,0,16,A,6,1,0.167
7,0,16,B,4,1,0.25
7,0,16,C,6,1,0.167
7,0,16,D,4,0,0.0
7,0,17,A,6,1,0.167
7,0,17,B,4,0,0.0
7,0,17,C,6,0,0.0
7,0,17,D,4,0,0.0
7,0,18,A,6,0,0.0
7,0,18,B,4,0,0.0
7,0,18,C,6,1,0.167
7,0,18,D,4,0,0.0
7,1,6,A,6,2,0.333
7,1,6,B,4,2,0.5
7,1,6,C,6,1,0.167
7,1,6,D,4,0,0.0
7,1,7,A,6,3,0.5
7,1,7,B,4,2,0.5
7,1,7,C,6,3,0.5
7,1,7,D,4,1,0.25
7,1,8,A,6,4,0.667
7,1,8,B,4,2,0.5
7,1,8,C,6,2,0.333
7,1,8,D,4,2,0.5
7,1,9,A,6,3,0.5
7,1,9,B,4,1,0.25
7,1,9,C,6,2,0.333
7,1,9,D,4,0,0.0
7,1,10,A,6,3,0.5
7,1,10,B,4,2,0.5
7,1,10,C,6,1,0.167
7,1,10,D,4,1,0.25
7,1,11,A,6,1,0.167
7,1,11,B,4,2,0.5
7,1,11,C,6,2,0.333
7,1,11,D,4,0,0.0
7,1,12,A,6,2,0.333
7,1,12,B,4,1,0.25
7,1,12,C,6,2,0.333
7,1,12,D,4,2,0.5
7,1,13,A,6,4,0.667
7,1,13,B,4,3,0.75
7,1,13,C,6,2,0.333
7,1,13,D,4,1,0.25
7,1,14,A,6,2,0.333
7,1,14,B,4,1,0.25
7,1,14,C,6,2,0.333
7,1,14,D,4,1,0.25
7,1,15,A,6,2,0.333
7,1,15,B,4,2,0.5
7,1,15,C,6,2,0.333
7,1,15,D,4,1,0.25
7,1,16,A,6,1,0.167
7,1,16,B,4,0,0.0
7,1,16,C,6,0,0.0
7,1,16,D,4,0,0.0
7,1,17,A,6,1,0.167
7,1,17,B,4,1,0.25
7,1,17,C,6,2,0.333
7,1,17,D,4,0,0.0
7,1,18,A,6,2,0.333
7,1,18,B,4,0,0.0
7,1,18,C,6,0,0.0
7,1,18,D,4,0,0.0
7,2,6,A,6,1,0.167
7,2,6,B,4,2,0.5
7,2,6,C,6,2,0.333
7,2,6,D,4,0,0.0
7,2,7,A,6,4,0.667
7,2,7,B,4,1,0.25
7,2,7,C,6,2,0.333
7,2,7,D,4,0,0.0
7,2,8,A,6,3,0.5
7,2,8,B,4,1,0.25
7,2,8,C,6,3,0.5
7,2,8,D,4,2,0.5
7,2,9,A,6,3,0.5
7,2,9,B,4,1,0.25
7,2,9,C,6,2,0.333
7,2,9,D,4,2,0.5
7,2,10,A,6,1,0.167
7,2,10,B,4,1,0.25
7,2,10,C,6,2,0.333
7,2,10,D,4,0,0.0
7,2,11,A,6,2,0.333
7,2,11,B,4,0,0.0
7,2,11,C,6,2,0.333
7,2,11,D,4,1,0.25
7,2,12,A,6,3,0.5
7,2,12,B,4,0,0.0
7,2,12,C,6,2,0.333
7,2,12,D,4,1,0.25
7,2,13,A,6,3,0.5
7,2,13,B,4,1,0.25
7,2,13,C,6,1,0.167
7,2,13,D,4,1,0.25
7,2,14,A,6,4,0.667
7,2,14,B,4,1,0.25
7,2,14,C,6,2,0.333
7,2,14,D,4,1,0.25
7,2,15,A,6,3,0.5
7,2,15,B,4,1,0.25
7,2,15,C,6,2,0.333
7,2,15,D,4,1,0.25
7,2,16,A,6,1,0.167
7,2,16,B,4,0,0.0
7,2,16,C,6,1,0.167
7,2,16,D,4,1,0.25
7,2,17,A,6,0,0.0
7,2,17,B,4,0,0.0
7,2,17,C,6,1,0.167
7,2,17,D,4,0,0.0
7,2,18,A,6,2,0.333
7,2,18,B,4,0,0.0
7,2,18,C,6,0,0.0
7,2,18,D,4,0,0.0
7,3,6,A,6,1,0.167
7,3,6,B,4,1,0.25
7,3,6,C,6,1,0.167
7,3,6,D,4,0,0.0
7,3,7,A,6,2,0.333
7,3,7,B,4,2,0.5
7,3,7,C,6,2,0.333
7,3,7,D,4,1,0.25
7,3,8,A,6,3,0.5
7,3,8,B,4,1,0.25
7,3,8,C,6,3,0.5
7,3,8,D,4,1,0.25
7,3,9,A,6,3,0.5
7,3,9,B,4,2,0.5
7,3,9,C,6,2,0.333
7,3,9,D,4,1,0.25
7,3,10,A,6,2,0.333
7,3,10,B,4,1,0.25
7,3,10,C,6,2,0.333
7,3,10,D,4,1,0.25
7,3,11,A,6,2,0.333
7,3,11,B,4,1,0.25
7,3,11,C,6,2,0.333
7,3,11,D,4,1,0.25
7,3,12,A,6,2,0.333
7,3,12,B,4,2,0.5
7,3,12,C,6,2,0.333
7,3,12,D,4,0,0.0
7,3,13,A,6,2,0.333
7,3,13,B,4,2,0.5
7,3,13,C,6,2,0.333
7,3,13,D,4,1,0.25
7,3,14,A,6,3,0.5
7,3,14,B,4,2,0.5
7,3,14,C,6,2,0.333
7,3,14,D,4,1,0.25
7,3,15,A,6,2,0.333
7,3,15,B,4,1,0.25
7,3,15,C,6,1,0.167
7,3,15,D,4,1,0.25
7,3,16,A,6,1,0.167
7,3,16,B,4,0,0.0
7,3,16,C,6,1,0.167
7,3,16,D,4,1,0.25
7,3,17,A,6,1,0.167
7,3,17,B,4,0,0.0
7,3,17,C,6,1,0.167
7,3,17,D,4,0,0.0
7,3,18,A,6,1,0.167
7,3,18,B,4,0,0.0
7,3,18,C,6,0,0.0
7,3,18,D,4,0,0.0
7,4,6,A,6,1,0.167
7,4,6,B,4,2,0.5
7,4,6,C,6,1,0.167
7,4,6,D,4,0,0.0
7,4,7,A,6,2,0.333
7,4,7,B,4,0,0.0
7,4,7,C,6,2,0.333
7,4,7,D,4,2,0.5
7,4,8,A,6,2,0.333
7,4,8,B,4,1,0.25
7,4,8,C,6,2,0.333
7,4,8,D,4,1,0.25
7,4,9,A,6,2,0.333
7,4,9,B,4,0,0.0
7,4,9,C,6,2,0.333
7,4,9,D,4,0,0.0
7,4,10,A,6,2,0.333
7,4,10,B,4,1,0.25
7,4,10,C,6,1,0.167
7,4,10,D,4,1,0.25
7,4,11,A,6,1,0.167
7,4,11,B,4,0,0.0
7,4,11,C,6,1,0.167
7,4,11,D,4,2,0.5
7,4,12,A,6,2,0.333
7,4,12,B,4,0,0.0
7,4,12,C,6,2,0.333
7,4,12,D,4,0,0.0
7,4,13,A,6,1,0.167
7,4,13,B,4,1,0.25
7,4,13,C,6,1,0.167
7,4,13,D,4,1,0.25
7,4,14,A,6,2,0.333
7,4,14,B,4,1,0.25
7,4,14,C,6,2,0.333
7,4,14,D,4,2,0.5
7,4,15,A,6,2,0.333
7,4,15,B,4,1,0.25
7,4,15,C,6,0,0.0
7,4,15,D,4,1,0.25
7,4,16,A,6,1,0.167
7,4,16,B,4,1,0.25
7,4,16,C,6,0,0.0
7,4,16,D,4,0,0.0
7,4,17,A,6,0,0.0
7,4,17,B,4,0,0.0
7,4,17,C,6,0,0.0
7,4,17,D,4,0,0.0
7,4,18,A,6,0,0.0
7,4,18,B,4,0,0.0
7,4,18,C,6,0,0.0
7,4,18,D,4,0,0.0
7,5,6,A,6,1,0.167
7,5,6,B,4,0,0.0
7,5,6,C,6,0,0.0
7,5,6,D,4,0,0.0
7,5,7,A,6,1,0.167
7,5,7,B,4,1,0.25
7,5,7,C,6,1,0.167
7,5,7,D,4,1,0.25
7,5,8,A,6,2,0.333
7,5,8,B,4,0,0.0
7,5,8,C,6,1,0.167
7,5,8,D,4,0,0.0
7,5,9,A,6,1,0.167
7,5,9,B,4,0,0.0
7,5,9,C,6,0,0.0
7,5,9,D,4,0,0.0
7,5,10,A,6,1,0.167
7,5,10,B,4,1,0.25
7,5,10,C,6,0,0.0
7,5,10,D,4,0,0.0
7,5,11,A,6,1,0.167
7,5,11,B,4,0,0.0
7,5,11,C,6,0,0.0
7,5,11,D,4,0,0.0
7,5,12,A,6,1,0.167
7,5,12,B,4,1,0.25
7,5,12,C,6,1,0.167
7,5,12,D,4,0,0.0
7,5,13,A,6,2,0.333
7,5,13,B,4,0,0.0
7,5,13,C,6,0,0.0
7,5,13,D,4,0,0.0
7,5,14,A,6,2,0.333
7,5,14,B,4,0,0.0
7,5,14,C,6,2,0.333
7,5,14,D,4,0,0.0
7,5,15,A,6,1,0.167
7,5,15,B,4,0,0.0
7,5,15,C,6,0,0.0
7,5,15,D,4,0,0.0
7,5,16,A,6,0,0.0
7,5,16,B,4,0,0.0
7,5,16,C,6,1,0.167
7,5,16,D,4,0,0.0
7,5,17,A,6,0,0.0
7,5,17,B,4,0,0.0
7,5,17,C,6,0,0.0
7,5,17,D,4,0,0.0
7,5,18,A,6,0,0.0
7,5,18,B,4,0,0.0
7,5,18,C,6,0,0.0
7,5,18,D,4,0,0.0
8,0,6,A,6,2,0.333
8,0,6,B,4,0,0.0
8,0,6,C,6,1,0.167
8,0,6,D,4,0,0.0
8,0,7,A,6,2,0.333
8,0,7,B,4,1,0.25
8,0,7,C,6,1,0.167
8,0,7,D,4,1,0.25
8,0,8,A,6,3,0.5
8,0,8,B,4,2,0.5
8,0,8,C,6,4,0.667
8,0,8,D,4,2,0.5
8,0,9,A,6,2,0.333
8,0,9,B,4,2,0.5
8,0,9,C,6,2,0.333
8,0,9,D,4,1,0.25
8,0,10,A,6,2,0.333
8,0,10,B,4,2,0.5
8,0,10,C,6,2,0.333
8,0,10,D,4,0,0.0
8,0,11,A,6,1,0.167
8,0,11,B,4,0,0.0
8,0,11,C,6,2,0.333
8,0,11,D,4,1,0.25
8,0,12,A,6,2,0.333
8,0,12,B,4,1,0.25
8,0,12,C,6,2,0.333
8,0,12,D,4,0,0.0
8,0,13,A,6,3,0.5
8,0,13,B,4,1,0.25
8,0,13,C,6,3,0.5
8,0,13,D,4,1,0.25
8,0,14,A,6,2,0.333
8,0,14,B,4,1,0.25
8,0,14,C,6,2,0.333
8,0,14,D,4,1,0.25
8,0,15,A,6,2,0.333
8,0,15,B,4,1,0.25
8,0,15,C,6,1,0.167
8,0,15,D,4,1,0.25
8,0,16,A,6,1,0.167
8,0,16,B,4,0,0.0
8,0,16,C,6,1,0.167
8,0,16,D,4,1,0.25
8,0,17,A,6,1,0.167
8,0,17,B,4,0,0.0
8,0,17,C,6,0,0.0
8,0,17,D,4,0,0.0
8,0,18,A,6,1,0.167
8,0,18,B,4,0,0.0
8,0,18,C,6,1,0.167
8,0,18,D,4,1,0.25
8,1,6,A,6,1,0.167
8,1,6,B,4,1,0.25
8,1,6,C,6,2,0.333
8,1,6,D,4,1,0.25
8,1,7,A,6,3,0.5
8,1,7,B,4,1,0.25
8,1,7,C,6,2,0.333
8,1,7,D,4,2,0.5
8,1,8,A,6,3,0.5
8,1,8,B,4,1,0.25
8,1,8,C,6,2,0.333
8,1,8,D,4,1,0.25
8,1,9,A,6,3,0.5
8,1,9,B,4,1,0.25
8,1,9,C,6,2,0.333
8,1,9,D,4,1,0.25
8,1,10,A,6,3,0.5
8,1,10,B,4,1,0.25
8,1,10,C,6,1,0.167
8,1,10,D,4,1,0.25
8,1,11,A,6,2,0.333
8,1,11,B,4,1,0.25
8,1,11,C,6,2,0.333
8,1,11,D,4,1,0.25
8,1,12,A,6,3,0.5
8,1,12,B,4,1,0.25
8,1,12,C,6,2,0.333
8,1,12,D,4,1,0.25
8,1,13,A,6,3,0.5
8,1,13,B,4,1,0.25
8,1,13,C,6,2,0.333
8,1,13,D,4,0,0.0
8,1,14,A,6,2,0.333
8,1,14,B,4,0,0.0
8,1,14,C,6,2,0.333
8,1,14,D,4,0,0.0
8,1,15,A,6,1,0.167
8,1,15,B,4,1,0.25
8,1,15,C,6,2,0.333
8,1,15,D,4,1,0.25
8,1,16,A,6,1,0.167
8,1,16,B,4,1,0.25
8,1,16,C,6,1,0.167
8,1,16,D,4,1,0.25
8,1,17,A,6,0,0.0
8,1,17,B,4,0,0.0
8,1,17,C,6,0,0.0
8,1,17,D,4,0,0.0
8,1,18,A,6,1,0.167
8,1,18,B,4,0,0.0
8,1,18,C,6,0,0.0
8,1,18,D,4,0,0.0
8,2,6,A,6,2,0.333
8,2,6,B,4,1,0.25
8,2,6,C,6,2,0.333
8,2,6,D,4,0,0.0
8,2,7,A,6,2,0.333
8,2,7,B,4,2,0.5
8,2,7,C,6,2,0.333
8,2,7,D,4,1,0.25
8,2,8,A,6,4,0.667
8,2,8,B,4,2,0.5
8,2,8,C,6,2,0.333
8,2,8,D,4,1,0.25
8,2,9,A,6,3,0.5
8,2,9,B,4,1,0.25
